"","From","FromAnno","To","ToAnno","Jaccard","Cor"
"7940","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:84444","DOT1L, DOT1, KMT4; DOT1-like histone H3K79 methyltransferase (EC:2.1.1.43); K11427 histone-lysine N-methyltransferase, H3 lysine-79 specific [EC:2.1.1.43] (A)","0.75","0.84"
"7941","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:644524","NKX2-4, NKX2.4, NKX2D; NK2 homeobox 4; K09344 homeobox protein Nkx-2.4 (A)","0.75","0.83"
"7942","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:9026","HIP1R, HIP12, HIP3, ILWEQ; huntingtin interacting protein 1 related (A)","0.75","0.84"
"7943","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:7342","UBP1, LBP-1B, LBP-1a, LBP1A, LBP1B; upstream binding protein 1 (LBP-1a); K09275 transcription factor CP2 and related proteins (A)","0.75","0.84"
"7944","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:83439","TCF7L1, TCF-3, TCF3; transcription factor 7-like 1 (T-cell specific, HMG-box); K04490 transcription factor 7-like 1 (A)","0.75","0.83"
"7945","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:5924","RASGRF2, GRF2, RAS-GRF2; Ras protein-specific guanine nucleotide-releasing factor 2; K12326 Ras-specific guanine nucleotide-releasing factor 2 (A)","0.75","0.84"
"7946","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:9051","PSTPIP1, CD2BP1, CD2BP1L, CD2BP1S, H-PIP, PAPAS, PSTPIP; proline-serine-threonine phosphatase interacting protein 1; K12804 proline-serine-threonine phosphatase interacting protein 1 (A)","0.75","0.84"
"7947","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:57001","ACN9; ACN9 homolog (S. cerevisiae) (A)","0.75","0.83"
"7948","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:79977","GRHL2, BOM, DFNA28, TFCP2L3; grainyhead-like 2 (Drosophila); K09275 transcription factor CP2 and related proteins (A)","0.75","0.84"
"7949","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:7024","TFCP2, LBP1C, LSF, LSF1D, SEF, TFCP2C; transcription factor CP2; K09275 transcription factor CP2 and related proteins (A)","0.75","0.84"
"7950","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:7030","TFE3, RCCP2, RCCX1, TFEA, bHLHe33; transcription factor binding to IGHM enhancer 3; K09105 transcription factor E3 (A)","0.75","0.83"
"7951","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:6945","MLX, MAD7, MXD7, TCFL4, bHLHd13; MLX, MAX dimerization protein; K09113 MAX-like protein X (A)","0.75","0.83"
"7952","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:92521","SPECC1, CYTSB, HCMOGT-1, HCMOGT1, NSP; sperm antigen with calponin homology and coiled-coil domains 1 (A)","0.75","0.82"
"7953","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:5455","POU3F3, BRN1, OTF8; POU class 3 homeobox 3; K09365 POU domain transcription factor, class 3 (A)","0.75","0.82"
"7954","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:9844","ELMO1, CED-12, CED12, ELMO-1; engulfment and cell motility 1; K12366 engulfment and cell motility protein 1 (A)","0.75","0.83"
"7955","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:6934","TCF7L2, TCF-4, TCF4; transcription factor 7-like 2 (T-cell specific, HMG-box); K04491 transcription factor 7-like 2 (A)","0.75","0.83"
"7956","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:7392","USF2, FIP, bHLHb12; upstream transcription factor 2, c-fos interacting; K09106 upstream stimulatory factor (A)","0.74","0.83"
"7957","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:9457","FHL5, ACT, RP3-393D12.2, dJ393D12.2; four and a half LIM domains 5 (A)","0.74","0.83"
"7958","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:79856","SNX22; sorting nexin 22; K17941 sorting nexin-22/24 (A)","0.74","0.82"
"7959","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:84904","ARHGEF39, C9orf100, RP11-331F9.7; Rho guanine nucleotide exchange factor (GEF) 39 (A)","0.74","0.82"
"7960","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:57621","ZBTB2, ZNF437; zinc finger and BTB domain containing 2; K10489 zinc finger and BTB domain-containing protein 2 (A)","0.74","0.83"
"7961","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:55885","LMO3, RBTN3, RBTNL2, RHOM3, Rhom-3; LIM domain only 3 (rhombotin-like 2) (A)","0.74","0.83"
"7962","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:55973","BCAP29, BAP29; B-cell receptor-associated protein 29 (A)","0.74","0.82"
"7963","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:518","ATP5G3, P3; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","0.97","0.97"
"7964","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:517","ATP5G2, ATP5A; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","0.94","0.95"
"7965","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:7385","UQCRC2, MC3DN5, QCR2, UQCR2; ubiquinol-cytochrome c reductase core protein II (EC:1.10.2.2); K00415 ubiquinol-cytochrome c reductase core subunit 2 (A)","0.54","0.45"
"7966","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5394","EXOSC10, PM-Scl, PM/Scl-100, PMSCL, PMSCL2, RRP6, Rrp6p, p2, p3, p4; exosome component 10; K12591 exosome complex exonuclease RRP6 [EC:3.1.13.-] (A)","0.52","0.41"
"7967","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:91647","ATPAF2, ATP12, ATP12p, MC5DN1; ATP synthase mitochondrial F1 complex assembly factor 2; K07556 ATP synthase mitochondrial F1 complex assembly factor 2 (A)","0.51","0.51"
"7968","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:6832","SUPV3L1, SUV3; suppressor of var1, 3-like 1 (S. cerevisiae) (EC:3.6.4.13); K17675 ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13] (A)","0.51","0.43"
"7969","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54205","CYCS, CYC, HCS, THC4; cytochrome c, somatic; K08738 cytochrome c (A)","0.5","0.43"
"7970","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55471","NDUFAF7, C2orf56, MidA; NADH dehydrogenase (ubiquinone) complex I, assembly factor 7 (A)","0.49","0.44"
"7971","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5575","PRKAR1B, PRKAR1; protein kinase, cAMP-dependent, regulatory, type I, beta (EC:2.7.11.1); K04739 cAMP-dependent protein kinase regulator (A)","0.49","0.37"
"7972","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5577","PRKAR2B, PRKAR2, RII-BETA; protein kinase, cAMP-dependent, regulatory, type II, beta (EC:2.7.11.1); K04739 cAMP-dependent protein kinase regulator (A)","0.49","0.38"
"7973","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:91694","LONRF1, RNF191; LON peptidase N-terminal domain and ring finger 1 (A)","0.48","0.38"
"7974","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:64114","TMBIM1, LFG3, MST100, MSTP100, RECS1; transmembrane BAX inhibitor motif containing 1; K06890 (A)","0.48","0.41"
"7975","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9863","MAGI2, ACVRIP1, AIP-1, AIP1, ARIP1, MAGI-2, SSCAM; membrane associated guanylate kinase, WW and PDZ domain containing 2; K05629 atrophin-1 interacting protein 1 (A)","0.48","0.33"
"7976","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54932","EXD3, mut-7; exonuclease 3'-5' domain containing 3 (A)","0.48","0.37"
"7977","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54714","CNGB3, ACHM1, ACHM3, RMCH; cyclic nucleotide gated channel beta 3; K04953 cyclic nucleotide gated channel beta 3 (A)","0.48","0.39"
"7978","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:6834","SURF1; surfeit 1 (EC:1.9.3.1); K14998 surfeit locus 1 family protein (A)","0.47","0.44"
"7979","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9223","MAGI1, AIP-3, AIP3, BAIAP1, BAP-1, BAP1, MAGI-1, TNRC19, WWP3; membrane associated guanylate kinase, WW and PDZ domain containing 1; K05631 atrophin-1 interacting protein 3 (BAI1-associated protein 1) (A)","0.47","0.31"
"7980","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:7386","UQCRFS1, RIP1, RIS1, RISP, UQCR5; ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 (EC:1.10.2.2); K00411 ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2] (A)","0.47","0.32"
"7981","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.47","0.31"
"7982","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9391","CIAO1, CIA1, WDR39; cytosolic iron-sulfur protein assembly 1 (A)","0.47","0.37"
"7983","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55312","RFK, RIFK; riboflavin kinase (EC:2.7.1.26); K00861 riboflavin kinase [EC:2.7.1.26] (A)","0.47","0.3"
"7984","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:6916","TBXAS1, BDPLT14, CYP5, CYP5A1, GHOSAL, THAS, TS, TXAS, TXS; thromboxane A synthase 1 (platelet) (EC:5.3.99.5); K01832 thromboxane-A synthase [EC:5.3.99.5] (A)","0.47","0.35"
"7985","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5573","PRKAR1A, ACRDYS1, ADOHR, CAR, CNC, CNC1, PKR1, PPNAD1, PRKAR1, TSE1; protein kinase, cAMP-dependent, regulatory, type I, alpha (EC:2.7.11.1); K04739 cAMP-dependent protein kinase regulator (A)","0.47","0.32"
"7986","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:66002","CYP4F12, F22329_1; cytochrome P450, family 4, subfamily F, polypeptide 12 (EC:1.14.14.1); K17730 cytochrome P450, family 4, subfamily F, polypeptide 12 [EC:1.14.14.1] (A)","0.47","0.34"
"7987","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:8529","CYP4F2, CPF2; cytochrome P450, family 4, subfamily F, polypeptide 2 (EC:1.14.13.30); K17726 leukotriene-B4 20-monooxygenase [EC:1.14.13.30] (A)","0.46","0.34"
"7988","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79836","LONRF3, RNF127; LON peptidase N-terminal domain and ring finger 3 (A)","0.46","0.34"
"7989","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:64816","CYP3A43; cytochrome P450, family 3, subfamily A, polypeptide 43 (EC:1.14.14.1); K17692 cytochrome P450, family 3, subfamily A, polypeptide 43 [EC:1.14.14.1] (A)","0.46","0.34"
"7990","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55109","AGGF1, GPATC7, GPATCH7, HSU84971, HUS84971, VG5Q; angiogenic factor with G patch and FHA domains 1 (A)","0.46","0.38"
"7991","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54793","KCTD9, BTBD27; potassium channel tetramerization domain containing 9 (A)","0.46","0.34"
"7992","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9420","CYP7B1, CBAS3, CP7B, SPG5A; cytochrome P450, family 7, subfamily B, polypeptide 1 (EC:1.14.13.100); K07430 oxysterol 7-alpha-hydroxylase [EC:1.14.13.100] (A)","0.46","0.37"
"7993","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54905","CYP2W1; cytochrome P450, family 2, subfamily W, polypeptide 1; K07423 cytochrome P450, family 2, subfamily W, polypeptide 1 (A)","0.46","0.34"
"7994","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:6674","SPAG1, CILD28, HSD-3.8, SP75, TPIS; sperm associated antigen 1 (A)","0.46","0.33"
"7995","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:57657","HCN3; hyperpolarization activated cyclic nucleotide-gated potassium channel 3; K04956 hyperpolarization activated cyclic nucleotide-gated potassium channel 3 (A)","0.46","0.35"
"7996","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:610","HCN2, BCNG-2, BCNG2, HAC-1; hyperpolarization activated cyclic nucleotide-gated potassium channel 2; K04955 hyperpolarization activated cyclic nucleotide-gated potassium channel 2 (A)","0.46","0.32"
"7997","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54853","WDR55; WD repeat domain 55 (A)","0.46","0.36"
"7998","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:7265","TTC1, TPR1; tetratricopeptide repeat domain 1 (A)","0.46","0.34"
"7999","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:57834","CYP4F11, CYPIVF11; cytochrome P450, family 4, subfamily F, polypeptide 11 (EC:1.14.14.1); K17729 cytochrome P450, family 4, subfamily F, polypeptide 11 [EC:1.14.14.1] (A)","0.46","0.33"
"8000","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54554","WDR5B; WD repeat domain 5B; K14963 COMPASS component SWD3 (A)","0.46","0.33"
"8001","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:64928","MRPL14, L14mt, L32mt, MRP-L14, MRP-L32, MRPL32, RMPL32, RPML32; mitochondrial ribosomal protein L14; K02874 large subunit ribosomal protein L14 (A)","0.46","0.28"
"8002","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5576","PRKAR2A, PKR2, PRKAR2; protein kinase, cAMP-dependent, regulatory, type II, alpha (EC:2.7.11.1); K04739 cAMP-dependent protein kinase regulator (A)","0.46","0.29"
"8003","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9563","H6PD, CORTRD1, G6PDH, GDH; hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) (EC:1.1.1.47 3.1.1.31); K13937 hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] (A)","0.46","0.28"
"8004","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:56603","CYP26B1, CYP26A2, P450RAI-2, P450RAI2, RHFCA; cytochrome P450, family 26, subfamily B, polypeptide 1; K12664 cytochrome P450, family 26, subfamily B (A)","0.45","0.33"
"8005","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79023","NUP37, p37; nucleoporin 37kDa; K14302 nuclear pore complex protein Nup37 (A)","0.45","0.39"
"8006","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:8760","CDS2; CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 (EC:2.7.7.41); K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41] (A)","0.45","0.28"
"8007","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:58538","MPP4, ALS2CR5, DLG6; membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) (A)","0.45","0.28"
"8008","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:64398","MPP5, PALS1; membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5); K06091 MAGUK p55 subfamily member 5 (A)","0.45","0.28"
"8009","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:57017","COQ9, C16orf49, COQ10D5; coenzyme Q9 (A)","0.45","0.46"
"8010","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:64837","KLC2; kinesin light chain 2; K10407 kinesin light chain (A)","0.45","0.33"
"8011","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79585","CORO7, 0610011B16Rik, CRN7, POD1; coronin 7 (A)","0.45","0.36"
"8012","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54995","OXSM, FASN2D, KASI, KS; 3-oxoacyl-ACP synthase, mitochondrial (EC:2.3.1.41); K09458 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179] (A)","0.45","0.27"
"8013","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55293","UEVLD, ATTP, UEV3; UEV and lactate/malate dehyrogenase domains (A)","0.45","0.27"
"8014","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9512","PMPCB, Beta-MPP, MPP11, MPPB, MPPP52, P-52; peptidase (mitochondrial processing) beta (EC:3.4.24.64); K17732 mitochondrial-processing peptidase subunit beta [EC:3.4.24.64] (A)","0.45","0.26"
